session_id,user_id,page_path,duration_seconds,converted,timestamp
afb06406-5f4b-4a97-a68c-879bd2dc42c8,31.0,/home,476,False,2025-09-01 19:01:08.342738
960be0f4-9513-4c22-9583-9b99a50a13dc,,/cart,286,False,2025-04-19 02:44:29.997447
ff45f8a2-0594-424f-9332-5c31d010318a,68.0,/shop/rv,224,False,2025-02-07 03:07:42.020915
cf2e3296-7184-4713-a55f-65b7e709fba6,6.0,/cart,591,False,2025-03-02 14:56:15.910730
cf133b65-d450-4fa2-98e7-0aebe7b33085,,/shop/camping,163,False,2025-05-15 16:16:07.389077
0cf697a5-7603-436c-b139-4e3c0aee2557,125.0,/cart,142,False,2025-03-16 22:32:06.110712
b9744cde-d259-4960-aee3-560792ea1324,70.0,/checkout,89,False,2025-06-07 20:26:44.324565
6d39da75-aee7-4ab2-a1fa-8e7a078c26ce,114.0,/cart,470,False,2025-03-18 16:46:06.562640
46653497-2fe9-42aa-a886-a01136f7a26c,142.0,/cart,218,False,2025-04-26 19:07:11.287834
9d3616a1-08de-4921-a60c-b547e2280fe3,99.0,/cart,389,False,2025-08-28 17:32:05.889321
7fb75c57-4b8c-431f-a5b4-09833eebc04a,,/shop/camping,531,False,2025-06-14 01:24:24.288146
1674eb65-0f9c-4300-baa1-c5678cf9eea9,,/cart,503,False,2025-04-26 18:25:51.974751
a484e035-330f-4aa3-ab52-f93c2321e64e,,/home,212,False,2025-12-03 16:38:00.906247
fe7c80e9-a179-4e93-bfc8-25ac869bc00f,,/home,22,False,2025-11-03 13:35:41.415635
61eb64e6-fd49-4e20-84ff-eab2cb7b0b3a,,/home,573,False,2025-10-27 04:04:04.428579
c80c2195-8b65-44ce-bacc-99705beec570,,/home,443,False,2025-07-10 14:33:57.566662
5254aad3-809c-4839-90ce-82e8e9a53368,136.0,/home,78,False,2025-06-05 10:26:20.348927
98dc9e0b-51a1-45df-86ac-10102e0869c1,64.0,/cart,513,False,2025-04-04 13:51:37.253693
47eb340d-c74e-48ff-8f89-569de550d736,46.0,/shop/rv,440,False,2025-02-04 23:34:42.985802
5b80b8d1-8788-4fed-b8c0-4ed8fdd4ff21,,/shop/camping,269,False,2025-10-21 15:56:10.863453
28dd2bfd-f956-4e95-bb96-4c74ffe62994,83.0,/checkout,363,True,2025-02-20 03:44:07.846868
889fe107-443b-4d0f-bdbc-3093a8284442,,/shop/rv,367,False,2025-11-08 17:20:30.345604
c398c332-0e50-4785-bcaf-f931ead18464,,/shop/rv,582,False,2026-01-13 12:06:55.827218
fb8fe8c4-d8b4-4ead-9360-8edf382b5b86,,/shop/rv,508,False,2025-11-01 19:43:02.410491
fdd5b0f8-d6d7-44fd-af69-a9805ad479ef,58.0,/shop/camping,539,False,2025-11-19 06:59:07.877655
5168bbf2-97af-4bde-bc8e-9d782d14e9f4,9.0,/shop/camping,328,False,2025-11-05 01:01:38.242167
9770a3db-e9fa-47e2-9bd9-3609b297a782,,/shop/camping,81,False,2025-01-24 21:14:02.274346
91519998-f293-4585-9a07-d758b357f3f9,,/home,36,False,2025-08-08 10:25:16.111305
d631c383-3030-44d0-b2c8-47439027e770,,/blog/camping-tips,316,False,2026-01-10 10:36:26.148100
8ac8ad93-7e02-421d-b86b-543ae1b243cc,,/cart,399,False,2025-05-07 11:04:01.207865
0e61065f-171b-4b80-89b7-fdf77d8d3ddd,80.0,/checkout,160,True,2025-04-09 13:06:08.898466
7a5d7c82-86c5-447c-851a-00393803dcee,,/checkout,565,False,2025-01-14 19:58:23.914942
ce7334f2-3393-4b6c-9d37-efb6eafb3e90,,/shop/camping,64,False,2025-03-03 05:49:19.141865
cd6bb03b-eb35-47a0-ad6e-0291b7893986,41.0,/home,123,False,2025-11-18 22:46:25.024714
25d07461-059c-4574-8f3f-0f4852d6b779,,/shop/rv,389,False,2025-08-16 20:03:25.873531
1c654aa2-c63c-421d-a443-5958eacf33a9,,/shop/camping,215,False,2025-11-19 18:01:48.898381
12916e60-f5e7-4daf-9d69-6bc8dc54d59b,43.0,/shop/camping,264,False,2025-05-31 00:47:20.619125
96053035-6545-4030-a981-fa54f121e129,,/cart,290,False,2025-02-20 11:36:20.521899
f9d2014a-22ee-4f07-9296-1fb34d407b28,101.0,/home,249,False,2025-03-13 02:37:23.550008
a3a6ef83-cab6-4107-afd6-9b3af2dd9456,114.0,/home,17,False,2025-12-31 10:54:55.286542
b509f08a-2c98-4bca-9139-7c06a630ad9d,,/home,48,False,2026-01-03 09:44:58.831461
9d1c0838-edc8-4ca8-a3bc-d6f3b18d2c8c,184.0,/shop/camping,388,False,2025-10-29 00:33:47.233105
d08012b8-96c5-4fe7-aa60-4892392612e9,,/home,490,False,2025-03-19 15:04:20.094771
4b657bcc-b041-4f19-bbe7-18354e8bf78a,,/shop/rv,184,False,2025-03-02 02:17:13.725612
b3b6d344-f2e3-46f0-8075-d3d5ba94aa66,,/shop/rv,184,False,2025-12-27 02:02:32.374069
c55523ed-fe89-46c8-99cb-3540643ffdae,,/shop/rv,56,False,2026-01-02 02:33:09.795094
5176a9d1-9a36-44d6-ae9c-e8ff084a3c4b,,/home,311,False,2025-12-16 23:34:54.841416
a3bfe403-388c-4751-9c83-79aef7b02805,,/home,354,False,2025-08-09 03:27:34.811554
54c7743b-2401-442a-bf05-fbf5efcac577,,/cart,481,False,2025-10-13 19:28:57.634276
51cbf9e5-fb7d-4ba1-98c8-8c483ced4d1f,,/shop/camping,151,False,2025-03-16 21:38:33.888152
d2586d90-16b6-4f61-b68c-62e6e2a45909,,/shop/camping,519,False,2025-09-30 12:36:21.998449
55f3ad50-e2fb-4984-bab2-7bcea39c3bd5,24.0,/shop/rv,139,False,2025-06-26 17:01:57.920022
b173fcdf-3fe1-48f3-b5ad-de8843e4f668,,/shop/camping,210,False,2025-02-08 08:15:16.976665
b86d066b-1ba8-47c6-897a-24ad41b455b8,,/blog/camping-tips,14,False,2025-01-15 01:12:44.148834
6b6e64c5-bb8a-4843-b02f-31e562ccc604,158.0,/cart,522,False,2026-01-03 12:53:45.451978
e1bbb8cd-7e3a-4f07-a9fd-28e6e271fff9,,/shop/camping,359,False,2025-06-01 21:41:07.742032
d42cb1ae-19f7-48cb-a016-c7438bc83a02,,/home,81,False,2025-07-08 17:04:10.689621
c21c3fb3-a6a5-40ff-93fb-71d0dd326d9c,180.0,/checkout,133,False,2025-09-22 13:27:54.465533
cc9803de-12de-4e5a-b387-928a29a3db6d,,/blog/camping-tips,78,False,2025-11-19 11:43:58.427067
42d943ee-5197-4e75-8523-d4fd4b7f2183,127.0,/shop/rv,107,False,2025-12-28 04:01:25.642864
e34f76b4-2b8c-43bf-9780-be1712fecc2b,198.0,/home,236,False,2025-05-31 17:09:20.327031
f11c0ac5-8c0b-493a-9333-5bc9bb635ff5,2.0,/blog/camping-tips,22,False,2025-12-08 14:43:22.426365
fc3b0de5-9812-42ac-9683-ede017d5b563,,/cart,410,False,2025-08-26 17:02:39.609197
6e6b34b9-07ef-4ba8-b45a-6ab37b94a34d,97.0,/home,23,False,2025-12-24 19:12:16.534168
6f27c1b9-e3c6-4edb-9b79-2afa2a3d418d,,/shop/camping,49,False,2025-03-12 23:06:57.425830
f9722cc1-349e-44a9-94c2-9d5c19ec0829,,/cart,479,False,2025-03-24 23:20:18.060873
ecf26429-b8d7-4d2f-8dda-4ff2b27b7bb4,,/checkout,175,False,2025-10-08 04:45:31.983800
4c2272f3-4811-4562-a91c-f19243e8644b,,/cart,582,False,2025-04-11 08:16:23.515333
8cb6b0ba-925f-4199-a495-3d5f0cb4e891,69.0,/home,427,False,2025-11-17 07:56:41.887825
00fa0eb4-5c5f-48d4-8df4-07b82751ab86,,/home,419,False,2025-06-19 18:16:23.311142
a005f5e1-a97a-4846-92ea-ef184b6797a1,,/shop/camping,46,False,2025-08-21 19:19:37.960631
34fadee1-0696-4d48-98d4-2238331de35c,,/checkout,462,False,2025-03-17 23:27:21.373533
793bed1b-14f9-4394-ba20-74034ab427e3,,/cart,511,False,2025-11-18 18:15:32.924131
788fd0cd-65c0-4b93-88ed-abdd4ef03f80,,/shop/rv,315,False,2025-07-12 05:17:13.978533
a4515ae0-1754-4f08-83d7-5413a939ebd1,,/home,472,False,2025-08-01 07:39:36.454814
61a66444-e2af-4629-9efb-336e2f546033,191.0,/cart,517,False,2025-05-29 12:04:05.818218
7092d401-4367-4d58-8b6c-03c8721e5419,,/home,260,False,2025-07-03 10:34:06.147072
907276ea-44c0-4a9a-964a-cb1f39eb038a,,/home,204,False,2025-02-06 02:17:52.315570
18c180d2-aadf-4692-b24b-eb96c0927b74,,/checkout,214,False,2025-02-14 21:16:18.013002
69fb0763-8a9c-46f7-8ee4-e5125802b640,,/shop/rv,518,False,2026-01-04 02:57:13.370325
0f9ca17b-8db8-4adf-ba3e-46b096f84ff7,164.0,/shop/camping,292,False,2025-11-17 16:12:29.210588
f7336094-6b2b-48b9-85c7-f3bed183010f,40.0,/shop/camping,155,False,2025-07-29 04:10:21.923014
929d674d-798e-475f-afb5-6207ddecc40b,161.0,/shop/camping,168,False,2025-12-02 14:20:53.400590
6511e61a-1436-45f5-8c81-926079ec533c,31.0,/checkout,345,True,2025-12-10 07:30:36.809479
923b7820-8089-48c5-88e3-f771b6dcbd05,,/home,124,False,2025-12-09 11:09:17.654723
fb95d0fc-ad72-4d05-924c-de09ccea5031,,/cart,550,False,2025-08-29 03:08:49.917419
72f444ab-c1d7-4f4a-b302-5d161ecacae9,177.0,/shop/camping,125,False,2025-03-18 17:23:51.104806
363e6ef4-f8df-4c3a-aacb-4fbdfbff8a7d,,/shop/rv,352,False,2025-11-05 20:45:16.549045
140ff589-6c62-4c2c-8aec-cec7204db9da,,/cart,482,False,2026-01-10 13:00:24.045081
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,188.0,/shop/rv,119,False,2025-08-31 16:05:46.991698
51db1a37-4204-4733-9855-0b1ed5881c1c,,/blog/camping-tips,317,False,2025-12-13 05:52:31.703848
16476e3f-1127-4207-8eae-1325ea074d80,29.0,/blog/camping-tips,239,False,2025-06-05 07:57:57.513510
db4bb8eb-537d-4bd1-8d53-6c7565b90e94,61.0,/cart,340,False,2025-04-25 11:05:31.356797
032a461a-df9b-4c1f-aacb-1f6d7549c9f9,101.0,/cart,22,False,2025-10-28 20:41:45.860119
c81c8d31-85c6-4fbf-966b-62ea9f80b96b,,/shop/rv,406,False,2025-06-16 20:02:26.853873
910c4cb7-25f0-4b0a-a64e-f59d6a18e5af,188.0,/shop/rv,333,False,2025-08-17 07:40:17.229350
19a6f80e-f08c-46c2-b6ff-3521c2250530,,/checkout,490,True,2025-12-18 09:40:48.977386
c926a021-19da-4262-8790-3dc5900c0af7,193.0,/home,241,False,2025-04-29 01:48:11.666707
e0bda1ee-5807-4f74-a150-9425891f4683,8.0,/shop/rv,218,False,2025-06-13 15:44:43.432082
92701d60-7c4f-48e4-a7a0-2a3d620f230b,,/checkout,59,False,2025-08-24 23:59:52.863155
67294d3c-4681-4a88-ac15-4804099759a3,,/cart,210,False,2025-03-08 02:57:35.749861
66d71d97-b193-48b8-ae49-c0799bd0d4c7,30.0,/shop/rv,257,False,2025-01-28 17:56:25.138939
b0c58278-54dc-4ba5-a103-5e1ce3bb22ae,,/cart,336,False,2025-04-11 08:32:42.057183
44c1f1b5-ebbb-4763-b9a7-e63bbee975da,,/home,427,False,2025-12-08 05:08:36.879070
cb2cc805-d140-4430-967e-642e052dfb9a,,/blog/camping-tips,565,False,2025-05-05 06:29:20.159454
dbb54645-7dda-41b6-97c4-caed47c4cc51,59.0,/cart,112,False,2025-09-25 20:33:13.237137
3a5b6ac5-de70-4b72-b8f5-8a261924c644,,/shop/camping,338,False,2025-03-04 15:58:23.407423
c626e38f-716f-4276-be64-ac2af96671a5,,/cart,166,False,2025-11-12 04:57:03.863614
9adfe981-6ab1-4e15-ba92-992e44f8b53c,,/shop/camping,584,False,2025-09-07 08:45:37.757752
e9d6bb7e-361d-4014-b114-56de301c8db3,159.0,/shop/camping,40,False,2025-11-11 12:42:00.908859
84396fc0-c26e-4706-bc05-9799bdae8eff,83.0,/shop/rv,241,False,2025-11-27 07:33:08.405765
ca9f1d59-83e8-4700-8e63-813ed22e3226,,/cart,132,False,2025-03-13 15:29:46.403634
67443fb8-81bd-45d5-b5a6-571c4fa5c35e,,/shop/rv,365,False,2025-03-05 03:03:20.590283
9194821e-e11b-40d4-8637-9f04d9ee7dc9,197.0,/shop/rv,184,False,2025-01-25 03:44:04.421353
3362d476-d53a-457f-a00b-d5343158f1fb,,/checkout,53,True,2025-11-16 06:43:07.053455
0cf173f9-74d9-41f5-8877-58043fde9814,,/cart,223,False,2025-12-15 21:13:19.094995
5e4c4fd1-4623-43a9-b2f8-dbabb462e3e8,,/blog/camping-tips,324,False,2025-11-11 08:38:25.641172
ec4e8cbb-a2aa-478c-a59e-0258814ff657,,/shop/camping,115,False,2025-02-28 19:49:18.105579
7d2120ad-5f59-4b4d-bdef-a7ba07d2fd4d,,/shop/camping,438,False,2025-08-19 13:13:31.851061
797e3984-ded7-43ef-b5e4-a9c12d761ffa,44.0,/checkout,211,False,2025-08-16 22:26:00.063081
d6707a21-29dc-473e-9820-b3f25989dd6c,,/home,517,False,2025-12-07 06:53:00.383425
1723ecdb-b058-4256-94b3-e8cfbfbbeab3,,/checkout,40,False,2025-04-28 16:49:54.053836
da9408c0-29b4-4cb1-8cb5-ee5c62f5f7c2,15.0,/blog/camping-tips,328,False,2025-08-11 14:15:31.555490
38aa76df-db6b-439b-b6dd-9529f704d72f,32.0,/cart,547,False,2025-09-08 00:45:31.336026
a6ce6d7a-44e2-494b-b4ec-5264ad7d6f81,39.0,/checkout,591,False,2025-06-13 03:37:25.489910
f796611f-c7c1-4b1b-9d58-631b052226b9,,/shop/rv,525,False,2025-10-21 22:20:24.951293
21df5609-e959-437f-b95e-6f2b02472360,,/blog/camping-tips,287,False,2025-09-08 00:41:08.229011
3948fe22-022a-4dda-8d05-79e299e4704c,,/blog/camping-tips,233,False,2025-04-16 18:22:33.526942
b676291d-4e32-4b4b-b168-c605ce1a1669,,/home,294,False,2026-01-02 18:41:10.064923
e53e5f4c-6c7e-4a2c-867f-358ba48aa108,,/home,504,False,2025-06-01 02:04:31.457797
37dc8c78-4082-4cda-b580-e4e959450186,61.0,/blog/camping-tips,551,False,2025-07-04 00:56:41.066770
9fa4a627-d306-48be-8548-867bad5cba24,,/blog/camping-tips,523,False,2025-06-08 15:19:32.855630
ffda9a93-82f2-4004-81e1-87d81a312044,,/shop/rv,121,False,2025-09-13 12:01:51.153532
8fbba749-5fcd-459e-96e1-8109d7e174e6,83.0,/home,365,False,2025-09-08 00:25:39.384559
af35b30b-4c68-4b17-885d-831c9beab529,,/shop/camping,522,False,2025-02-23 01:36:01.132101
46c79b36-fd05-4963-9616-af7e1057a002,101.0,/checkout,521,True,2025-09-05 13:16:54.270349
a7f77451-42da-4609-86e1-ee40dc8ab6a7,189.0,/shop/camping,67,False,2025-10-01 07:15:33.546962
30385dd7-4c7d-4313-a6c6-81b0e4729be5,,/shop/camping,115,False,2025-03-10 08:13:34.223714
0e88c8ec-e651-43e1-bd84-6fc9c3f62136,,/checkout,548,True,2025-11-04 18:11:11.279373
6772fe9f-999b-4859-8f5e-0f0bcd67b5df,,/shop/camping,285,False,2025-09-12 20:01:56.044400
06843c86-b8a6-4402-a3d2-6b8dae46024d,,/shop/camping,148,False,2025-09-10 23:03:57.776333
e82b5b36-4269-428c-8bac-bedfff5a229e,,/home,182,False,2025-06-16 11:01:41.854328
95410a9d-090a-4a93-bc9a-79986365fc2a,,/blog/camping-tips,371,False,2025-09-30 04:44:40.220819
57d9cbb0-309e-47ba-90e6-56e592715f6e,,/home,133,False,2025-10-06 22:44:37.646096
a36884f5-88dd-4880-afb2-8b3d38eccb4d,137.0,/shop/rv,587,False,2025-10-28 06:12:04.161157
5bc677ca-abff-4286-b0cf-9d73e8121ef0,69.0,/blog/camping-tips,56,False,2025-07-18 20:58:55.967263
a8596f8c-d734-48fe-ab84-3ef3d86d655d,,/home,373,False,2025-11-30 17:07:29.514861
7885187d-18fc-43b7-8b35-6e9a2e5eeb6a,54.0,/checkout,250,True,2025-03-02 07:30:34.439136
8f1cb2cc-ceef-4fa8-b9a5-d4d0423701f1,,/home,203,False,2025-10-20 05:32:23.805093
e64b9b37-ae01-4122-b269-921c2edd9141,101.0,/blog/camping-tips,323,False,2025-05-17 04:03:20.034394
392c04da-5af3-4a5a-b8e5-9b2716dc5a6e,165.0,/home,478,False,2025-10-13 09:32:51.268850
e3082ddc-c9c0-4b7d-aba4-170b4e9d23e9,,/checkout,502,True,2025-05-15 14:13:42.423663
76b90436-4b46-4f33-95e7-f61442b40281,,/shop/rv,565,False,2025-11-21 11:31:06.949821
a267d32f-ddcb-44bc-8dbd-c5da787515b9,,/blog/camping-tips,213,False,2025-08-15 17:27:25.211517
78e36397-123b-41cf-9ee3-39fff1bdb598,,/home,275,False,2025-12-05 10:28:38.413341
ae423568-de14-453b-9eac-41d9801f4909,,/shop/rv,437,False,2025-06-02 23:36:09.808731
deeff82a-0dd7-4158-a9c1-65ae4c610ae8,41.0,/cart,397,False,2025-11-22 14:02:33.915319
57b936b0-3346-4332-be0a-824e232a5e82,125.0,/shop/rv,12,False,2025-06-13 00:51:34.081309
fc950bba-e818-4f34-a491-7f7d91c46efc,,/shop/camping,271,False,2025-06-30 16:56:35.914265
2e2bdc6c-b736-4c4f-9cc5-d97550fe8199,,/cart,95,False,2025-10-26 01:59:36.095808
fc9476b1-a18b-4d15-9527-34077cd2192f,75.0,/shop/camping,15,False,2025-03-20 03:58:51.698337
73b9c2ac-0134-476b-8ed9-fa95a26e865b,79.0,/cart,545,False,2025-04-24 11:39:41.536137
938703c9-2b29-4f36-8606-ddc4c2dd901d,,/blog/camping-tips,167,False,2025-10-20 19:15:46.437845
c79ddb62-c379-44c1-8903-94ea7d54ec82,87.0,/cart,388,False,2025-02-15 17:43:52.442089
6dedcba5-a22c-4d4f-af07-b60f9d4e8b5d,,/checkout,227,False,2025-06-10 22:01:56.565039
0131ff3b-6221-4670-ba36-e788f71fb9a6,,/home,255,False,2025-01-28 08:40:22.915630
f337b261-5f83-42d5-bb0c-7919330ccff5,,/shop/camping,390,False,2025-01-19 17:22:42.919234
87f1d48c-d54e-4948-81c0-c5e3527c8f50,,/cart,127,False,2025-03-25 04:31:53.923338
bbcd6c18-a06e-4de5-810e-4265ad3f5dd4,,/shop/rv,469,False,2025-04-15 11:06:20.599290
4fe54745-5827-4e80-a082-1918b18ad67d,,/home,325,False,2025-03-02 16:09:30.231385
4e5d8f12-96b3-4f4a-80da-a8ca62305d27,,/cart,142,False,2025-03-16 14:02:26.956297
f2ce7eeb-4c56-4b8f-8bb4-32b3d2e76deb,159.0,/shop/camping,210,False,2025-04-30 19:18:30.847595
862c92fd-98ab-42e7-8531-9f0fba533122,36.0,/checkout,590,True,2025-05-17 23:21:49.678189
2240063b-fed7-47be-afd0-d2f7e3524444,,/cart,518,False,2025-05-19 18:17:44.726981
c0079336-5bf7-4da1-bd7c-59a5e6c11650,,/cart,319,False,2025-03-24 09:40:45.607021
cfdfc6f9-eb0f-427c-a82a-3879f2b5a7ea,,/blog/camping-tips,379,False,2025-06-10 22:00:58.630128
fc21109b-ba27-4c64-b96d-1ffb3a799efa,,/blog/camping-tips,85,False,2025-03-03 12:06:01.048072
812faa38-96f6-4c09-859c-1ba0bbec721d,109.0,/shop/camping,221,False,2025-03-17 07:15:41.887856
cac8d87e-a689-407f-b60b-4f875dd8effc,,/home,233,False,2025-01-28 05:30:02.823750
c5709e30-417b-4634-a3ec-152ce0653245,,/checkout,500,True,2025-07-28 21:19:36.813228
0c472187-fea3-4d37-980b-68530c7031eb,,/blog/camping-tips,56,False,2025-09-13 08:39:04.874039
0c5921f8-050d-4bfe-960b-f603a750350e,,/blog/camping-tips,152,False,2025-09-23 12:09:45.715613
1fa3ed1f-6158-4f88-b1be-94c36ab1cdb6,,/checkout,459,True,2025-08-02 11:19:40.732341
349b5089-2733-4670-b3ad-a2ba797209c0,,/shop/camping,583,False,2025-09-25 11:52:06.335428
6bbe3b5a-4d15-47d8-8261-c87aa15c159a,117.0,/cart,431,False,2025-09-13 05:58:29.348247
9f6facc1-451d-48fe-8532-fc74a9987bdf,,/checkout,93,True,2025-08-23 18:49:37.882846
e60c1638-d4a5-481e-ab38-2a0a231d260b,116.0,/checkout,179,True,2025-02-21 21:38:05.876498
485f7888-1e23-4a4b-9e21-741fb8011026,191.0,/blog/camping-tips,185,False,2025-02-25 05:23:19.025743
9be78aec-32da-41f0-bf6b-d3c61b341937,29.0,/shop/rv,339,False,2025-03-28 12:56:13.644783
f91e5fcd-85ec-4729-94dd-1b56435391b2,62.0,/cart,281,False,2025-03-29 05:48:02.614546
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,112.0,/shop/camping,372,False,2025-01-28 23:24:10.512528
b02e21aa-352b-4ec8-a90d-21cb7f111a36,,/checkout,15,True,2025-12-21 09:31:33.599352
03438b64-00b3-400f-bc08-899054a27051,158.0,/shop/rv,162,False,2025-09-16 21:21:24.450058
92fbacf6-d5d1-4669-9c45-3357e8294a67,,/shop/rv,138,False,2025-09-15 22:28:03.439051
c78f07cf-170f-487b-b30e-e4fe262e5559,30.0,/shop/camping,337,False,2025-07-20 11:28:05.543952
e79f9f3d-19ee-4c3b-b93c-4b0bb93b770c,,/checkout,280,True,2025-04-18 01:04:14.530988
